FYR,AMOUNT,DEPTNAME,SUBDEPTNAME,VENDORNAME
Fiscal 12/13,110.76,Public Works,Public Works-Pavement Maintenance,"UNITED SITE SERVICES OF NEVADA, INC"
Fiscal 12/13,2121,Public Works,Public Works-Pavement Maintenance,WASTE MANAGEMENT-RECYCLE AMERICA
Fiscal 12/13,193.45,Public Works,Public Works-Pavement Maintenance,WEDCO INC
Fiscal 12/13,156.36,Public Works,Public Works-Pavement Maintenance,WESTERN NEVADA SUPPLY
Fiscal 12/13,2302.78,Public Works,Public Works-Pavement Maintenance,WORK WORLD
Fiscal 12/13,251652.88,Public Works,Public Works-Plants Capital Projects,ADVANCE INSTALLATIONS INC
Fiscal 12/13,2990761.93,Public Works,Public Works-Plants Capital Projects,AUBURN CONSTRUCTORS INC
Fiscal 12/13,20260,Public Works,Public Works-Plants Capital Projects,BJG ARCHITECTURE + ENGINEERING
Fiscal 12/13,273307.4,Public Works,Public Works-Plants Capital Projects,BROWN AND CALDWELL
Fiscal 12/13,108742,Public Works,Public Works-Plants Capital Projects,CAROLLO ENGINEERS
Fiscal 12/13,186805.62,Public Works,Public Works-Plants Capital Projects,"CDM, INC."
Fiscal 12/13,45300,Public Works,Public Works-Plants Capital Projects,CFA INC
Fiscal 12/13,580634.62,Public Works,Public Works-Plants Capital Projects,CH2 M-HILL
Fiscal 12/13,40657.99,Public Works,Public Works-Plants Capital Projects,CONVERSE CONSULTANTS SW INC
Fiscal 12/13,217009.97,Public Works,Public Works-Plants Capital Projects,"FIRST AMERICAN TRUST, FSB"
Fiscal 12/13,239873.35,Public Works,Public Works-Plants Capital Projects,INTEC SOLUTIONS INC
Fiscal 12/13,154547.12,Public Works,Public Works-Plants Capital Projects,INVENSYS SYSTEMS INC
Fiscal 12/13,2282241.98,Public Works,Public Works-Plants Capital Projects,K G WALTERS CONST CO INC
Fiscal 12/13,1319.52,Public Works,Public Works-Plants Capital Projects,LCPTRACKER INC
Fiscal 12/13,170522.47,Public Works,Public Works-Plants Capital Projects,LIMNO-TECH INC
Fiscal 12/13,333631.99,Public Works,Public Works-Plants Capital Projects,NATURE CONSERVANCY OF NEVADA
Fiscal 12/13,150715.35,Public Works,Public Works-Plants Capital Projects,Q & D CONSTRUCTION
Fiscal 12/13,950.2,Public Works,Public Works-Plants Capital Projects,RESOURCE DEVELOPMENT CO
Fiscal 12/13,7304.17,Public Works,Public Works-Plants Capital Projects,SCS ENGINEERS
Fiscal 12/13,386390.9,Public Works,Public Works-Plants Capital Projects,"SPANISH SPRINGS CONSTRUCTION, INC."
Fiscal 12/13,91962.5,Public Works,Public Works-Plants Capital Projects,STANTEC CONSULTING INC
Fiscal 12/13,9100,Public Works,Public Works-Program & Service Management,CARL WALKER INC
Fiscal 12/13,1831.5,Public Works,Public Works-Program & Service Management,CPS HR CONSULTING
Fiscal 12/13,9428.33,Public Works,Public Works-Program & Service Management,DIXON RESOURCES UNLIMITED
Fiscal 12/13,272.6,Public Works,Public Works-Program & Service Management,FLANSBERG
Fiscal 12/13,46.9,Public Works,Public Works-Program & Service Management,PETTY CASH-CORP YARD
Fiscal 12/13,8.5,Public Works,Public Works-Program & Service Management,PETTY CASH-PUBLIC WORKS
Fiscal 12/13,340,Public Works,Public Works-Program & Service Management,WRIKE INC
Fiscal 12/13,205.86,Public Works,Public Works-Property Management,CDW-G GOVERNMENT INC
Fiscal 12/13,338,Public Works,Public Works-Property Management,CUSTOM GLASS DIST INC
Fiscal 12/13,1347.75,Public Works,Public Works-Property Management,FIRST AMERICAN DATATREE
Fiscal 12/13,294.75,Public Works,Public Works-Property Management,FIRST AMERICAN TITLE
Fiscal 12/13,225,Public Works,Public Works-Property Management,INTERNATIONAL RIGHT OF WAY
Fiscal 12/13,1500,Public Works,Public Works-Property Management,J.E. URMSTON & CO
Fiscal 12/13,2750,Public Works,Public Works-Property Management,JOHN S WRIGHT & ASSOCIATES
Fiscal 12/13,6500,Public Works,Public Works-Property Management,JOHNSON-PERKINS & ASSOC INC
Fiscal 12/13,2900,Public Works,Public Works-Property Management,LUBAWY & ASSOCIATES INC
Fiscal 12/13,122360.56,Public Works,Public Works-Property Management,SECURITAS SECURITY SERVICES
Fiscal 12/13,43505.72,Public Works,Public Works-Property Management,WASHOE COUNTY TREASURER
Fiscal 12/13,4500,Public Works,Public Works-Property Management,"WREN & ASSOC, ANTHONY"
Fiscal 12/13,1514.99,Public Works,Public Works-Public Works Maintenance Admin.,COSSACK
Fiscal 12/13,124.16,Public Works,Public Works-Public Works Maintenance Admin.,OFFICEMAX
Fiscal 12/13,100.9,Public Works,Public Works-Public Works Maintenance Admin.,PETTY CASH-CORP YARD
Fiscal 12/13,36.47,Public Works,Public Works-Public Works Maintenance Admin.,SAFETY ON SITE
Fiscal 12/13,3759,Public Works,Public Works-Public Works Maintenance Admin.,"STANLEY CONVERGENT SECURITY SOLUTIONS, INC."
Fiscal 12/13,62670,Public Works,Public Works-Sanitary Engineering,ADS LLC
Fiscal 12/13,24480.2,Public Works,Public Works-Sanitary Engineering,AMEC EARTH & ENVIRONMENTAL INC
Fiscal 12/13,2647.34,Public Works,Public Works-Sanitary Engineering,BENTLEY SYSTEMS INC
Fiscal 12/13,1175,Public Works,Public Works-Sanitary Engineering,BJG ARCHITECTURE + ENGINEERING
Fiscal 12/13,246371,Public Works,Public Works-Sanitary Engineering,BOARD OF REGENTS-UNR M/S 221
Fiscal 12/13,1538,Public Works,Public Works-Sanitary Engineering,CAROLLO ENGINEERS
Fiscal 12/13,15477744.07,Public Works,Public Works-Sanitary Engineering,CITY OF SPARKS/DEPT OF FINANCE
Fiscal 12/13,261.29,Public Works,Public Works-Sanitary Engineering,COSTCO
Fiscal 12/13,955.22,Public Works,Public Works-Sanitary Engineering,COUDRIET
Fiscal 12/13,4263.994772,Public Works,Public Works-Sanitary Engineering,DLT SOLUTIONS INC
Fiscal 12/13,4875,Public Works,Public Works-Sanitary Engineering,ECOLOGICAL RESEARCH ASSOCIATES
Fiscal 12/13,3150,Public Works,Public Works-Sanitary Engineering,ESRI INC
Fiscal 12/13,1019.26,Public Works,Public Works-Sanitary Engineering,EXPERIS IT SERVICES US LLC
Fiscal 12/13,1489.65,Public Works,Public Works-Sanitary Engineering,GARFIELD
Fiscal 12/13,227279,Public Works,Public Works-Sanitary Engineering,HOLMES INTERNATIONAL
Fiscal 12/13,11157.05,Public Works,Public Works-Sanitary Engineering,KENNEDY/JENKS CONSULTANTS INC
Fiscal 12/13,55067.78,Public Works,Public Works-Sanitary Engineering,LAKE DITCH COMPANY
Fiscal 12/13,91525,Public Works,Public Works-Sanitary Engineering,LAST CHANCE IRRIGATION CO
Fiscal 12/13,1640.21,Public Works,Public Works-Sanitary Engineering,LEE
Fiscal 12/13,3025438,Public Works,Public Works-Sanitary Engineering,MUNSON PUMP SERVICES
Fiscal 12/13,200,Public Works,Public Works-Sanitary Engineering,NEVADA BOARD OF PROFESSIONAL
Fiscal 12/13,752.62,Public Works,Public Works-Sanitary Engineering,NEVADA DEPARTMENT OF INFORMATION TECHNOLOGY
Fiscal 12/13,220,Public Works,Public Works-Sanitary Engineering,NEVADA STATE DEPT OF CONS & NR
Fiscal 12/13,2054,Public Works,Public Works-Sanitary Engineering,NEVADA STATE DIVISION OF STATE LANDS
Fiscal 12/13,1899.7,Public Works,Public Works-Sanitary Engineering,NV ENERGY
Fiscal 12/13,75,Public Works,Public Works-Sanitary Engineering,NWEA
Fiscal 12/13,553.7,Public Works,Public Works-Sanitary Engineering,OFFICE OF THE WATER MASTER
Fiscal 12/13,1580.68,Public Works,Public Works-Sanitary Engineering,OFFICE PAVILION
Fiscal 12/13,2295,Public Works,Public Works-Sanitary Engineering,ORR DITCH & EXTENSIONS WATER
Fiscal 12/13,3135,Public Works,Public Works-Sanitary Engineering,PACIFICWEST ENERGY SOLUTIONS INC
Fiscal 12/13,248.22,Public Works,Public Works-Sanitary Engineering,PETTY CASH-PUBLIC WORKS
Fiscal 12/13,27101.34,Public Works,Public Works-Sanitary Engineering,RAFTELIS FINANCIAL CONSULTANTS INC
Fiscal 12/13,80.8,Public Works,Public Works-Sanitary Engineering,RUIZ
Fiscal 12/13,785.7,Public Works,Public Works-Sanitary Engineering,SAFE SOFTWARE INC.
Fiscal 12/13,4.71,Public Works,Public Works-Sanitary Engineering,SAFETY ON SITE
Fiscal 12/13,325,Public Works,Public Works-Sanitary Engineering,SECRETARY OF STATE
Fiscal 12/13,9402,Public Works,Public Works-Sanitary Engineering,STANTEC CONSULTING INC
Fiscal 12/13,147402.54,Public Works,Public Works-Sanitary Engineering,STEAMBOAT CANAL & IRRIGATION
Fiscal 12/13,38,Public Works,Public Works-Sanitary Engineering,SUMMIT PARTNERS LLC
Fiscal 12/13,1095.3,Public Works,Public Works-Sanitary Engineering,SVETICH
Fiscal 12/13,6942.29,Public Works,Public Works-Sanitary Engineering,TEMP
Fiscal 12/13,567699.07,Public Works,Public Works-Sanitary Engineering,"THOMAS PETROLEUM, LLC"
Fiscal 12/13,150,Public Works,Public Works-Sanitary Engineering,TMWA
Fiscal 12/13,500,Public Works,Public Works-Sanitary Engineering,UNION PACIFIC RAILROAD CO
Fiscal 12/13,230.38,Public Works,Public Works-Sanitary Engineering,VERIZON WIRELESS
Fiscal 12/13,24350,Public Works,Public Works-Sanitary Engineering,WEBSOFT DEVELOPERS INC
Fiscal 12/13,28383.02,Public Works,Public Works-Sewer & Storm Drain Maintenance,3T EQUIPMENT CO
Fiscal 12/13,430,Public Works,Public Works-Sewer & Storm Drain Maintenance,ABC FIRE AND CYLINDER SERVICE
Fiscal 12/13,367.28,Public Works,Public Works-Sewer & Storm Drain Maintenance,AIRGAS INC
Fiscal 12/13,5295.93,Public Works,Public Works-Sewer & Storm Drain Maintenance,ALLIED WASHOE
Fiscal 12/13,1539.67,Public Works,Public Works-Sewer & Storm Drain Maintenance,ANSWERWEST.COM
Fiscal 12/13,442.42,Public Works,Public Works-Sewer & Storm Drain Maintenance,APEX PRODUCTS
Fiscal 12/13,72.97,Public Works,Public Works-Sewer & Storm Drain Maintenance,APEX SAW WORKS
Fiscal 12/13,28.02,Public Works,Public Works-Sewer & Storm Drain Maintenance,APPLIED INDUSTRIAL TECHNOLOGY
Fiscal 12/13,240,Public Works,Public Works-Sewer & Storm Drain Maintenance,ARIAZ 
Fiscal 12/13,500,Public Works,Public Works-Sewer & Storm Drain Maintenance,AUSENCO PSI LLC
Fiscal 12/13,2177.27,Public Works,Public Works-Sewer & Storm Drain Maintenance,BASALITE
Fiscal 12/13,86,Public Works,Public Works-Sewer & Storm Drain Maintenance,BATTERIES PLUS
Fiscal 12/13,140.94,Public Works,Public Works-Sewer & Storm Drain Maintenance,BRADY INDUSTRIES LLC
Fiscal 12/13,250,Public Works,Public Works-Sewer & Storm Drain Maintenance,BROWN
Fiscal 12/13,27078.42,Public Works,Public Works-Sewer & Storm Drain Maintenance,BROWN MILBERY INC
Fiscal 12/13,4494.84,Public Works,Public Works-Sewer & Storm Drain Maintenance,CALIFORNIA INDUSTRIAL RUBBER
Fiscal 12/13,7258.03,Public Works,Public Works-Sewer & Storm Drain Maintenance,CASHMAN EQUIPMENT
Fiscal 12/13,614.64,Public Works,Public Works-Sewer & Storm Drain Maintenance,CDW-G GOVERNMENT INC
Fiscal 12/13,250,Public Works,Public Works-Sewer & Storm Drain Maintenance,CERTIFIED ENVIRONMENTAL & SAFETY TRAINING
Fiscal 12/13,400,Public Works,Public Works-Sewer & Storm Drain Maintenance,CITY OF SPARKS/DEPT OF FINANCE
Fiscal 12/13,13785,Public Works,Public Works-Sewer & Storm Drain Maintenance,CLOVER-LEAF TOOL COMPANY
Fiscal 12/13,580,Public Works,Public Works-Sewer & Storm Drain Maintenance,CONCENTRA MEDICAL CENTER
Fiscal 12/13,3.83,Public Works,Public Works-Sewer & Storm Drain Maintenance,COSTCO
Fiscal 12/13,250,Public Works,Public Works-Sewer & Storm Drain Maintenance,DARRENOGUE
Fiscal 12/13,183685,Public Works,Public Works-Sewer & Storm Drain Maintenance,EDWARD R BACON COMPANY INC
Fiscal 12/13,9415.89,Public Works,Public Works-Sewer & Storm Drain Maintenance,ENFINITY RENO 1 NSW LLC
Fiscal 12/13,2905.87,Public Works,Public Works-Sewer & Storm Drain Maintenance,ENZ USA INC
Fiscal 12/13,55,Public Works,Public Works-Sewer & Storm Drain Maintenance,EWING IRRIGATION & INDUSTRIAL
Fiscal 12/13,12925.68,Public Works,Public Works-Sewer & Storm Drain Maintenance,FASTENAL INDUSTRIAL & CONSTRUC
Fiscal 12/13,1080,Public Works,Public Works-Sewer & Storm Drain Maintenance,FERGUSON ENTERPRISES INC
Fiscal 12/13,1661,Public Works,Public Works-Sewer & Storm Drain Maintenance,FLUSHQUIP INC
Fiscal 12/13,1434.98,Public Works,Public Works-Sewer & Storm Drain Maintenance,GERHARDT & BERRY CONSTRUCTION
Fiscal 12/13,1511.4,Public Works,Public Works-Sewer & Storm Drain Maintenance,GHX INDUSTRIAL LLC
Fiscal 12/13,18462.98,Public Works,Public Works-Sewer & Storm Drain Maintenance,GRAINGER
Fiscal 12/13,7258.02,Public Works,Public Works-Sewer & Storm Drain Maintenance,GRANITE CONSTRUCTION
Fiscal 12/13,2112.84,Public Works,Public Works-Sewer & Storm Drain Maintenance,H D SUPPLY WATERWORKS LTD
Fiscal 12/13,44.9,Public Works,Public Works-Sewer & Storm Drain Maintenance,HD SUPPLY WHITE CAP CONSTRUCTION SUPPLY
Fiscal 12/13,59400,Public Works,Public Works-Sewer & Storm Drain Maintenance,HELIX LABORATORIES INC
Fiscal 12/13,755.45,Public Works,Public Works-Sewer & Storm Drain Maintenance,HOSE & FITTINGS ETC
Fiscal 12/13,7243.67,Public Works,Public Works-Sewer & Storm Drain Maintenance,INDUSTRIAL EQUIP REPAIR INC
Fiscal 12/13,12245,Public Works,Public Works-Sewer & Storm Drain Maintenance,INFRASTRUCTURE TECHNOLOGIES LLC
Fiscal 12/13,728,Public Works,Public Works-Sewer & Storm Drain Maintenance,IRTH SOLUTIONS INC
Fiscal 12/13,5304.95,Public Works,Public Works-Sewer & Storm Drain Maintenance,ISS-WONDERWARE
Fiscal 12/13,8847.05,Public Works,Public Works-Sewer & Storm Drain Maintenance,JENSEN PRECAST
Fiscal 12/13,3712.5,Public Works,Public Works-Sewer & Storm Drain Maintenance,MAINTSTAR INC
Fiscal 12/13,930.75,Public Works,Public Works-Sewer & Storm Drain Maintenance,MCGINLEY
Fiscal 12/13,220,Public Works,Public Works-Sewer & Storm Drain Maintenance,METCALF 
Fiscal 12/13,1750,Public Works,Public Works-Sewer & Storm Drain Maintenance,MORGAN CONSTRUCTION SERVICES
Fiscal 12/13,17616.37,Public Works,Public Works-Sewer & Storm Drain Maintenance,MUNICIPAL MAINTENANCE
Fiscal 12/13,1272.56,Public Works,Public Works-Sewer & Storm Drain Maintenance,NAPA AUTO & TRUCK PARTS
Fiscal 12/13,1017.89,Public Works,Public Works-Sewer & Storm Drain Maintenance,NEENAH FOUNDRY COMPANY
Fiscal 12/13,1535,Public Works,Public Works-Sewer & Storm Drain Maintenance,"NETVAD, INC."
Fiscal 12/13,610.93,Public Works,Public Works-Sewer & Storm Drain Maintenance,NEVADA ENERGY SYSTEMS INC
Fiscal 12/13,23556.05,Public Works,Public Works-Sewer & Storm Drain Maintenance,NEVADA SEAL & PUMP LLC
Fiscal 12/13,1676.49,Public Works,Public Works-Sewer & Storm Drain Maintenance,NORTH AMERICAN EMBROIDERY
Fiscal 12/13,80347.99,Public Works,Public Works-Sewer & Storm Drain Maintenance,NV ENERGY
Fiscal 12/13,19203.29,Public Works,Public Works-Sewer & Storm Drain Maintenance,OPTICAL ROBOTICS LLC
Fiscal 12/13,64.66,Public Works,Public Works-Sewer & Storm Drain Maintenance,OWEN EQUIPMENT COMPANY
Fiscal 12/13,3061.5,Public Works,Public Works-Sewer & Storm Drain Maintenance,OXBORROW TRUCKING INC
Fiscal 12/13,579.67,Public Works,Public Works-Sewer & Storm Drain Maintenance,PETTY CASH-CORP YARD
Fiscal 12/13,4514.3,Public Works,Public Works-Sewer & Storm Drain Maintenance,Q & D CONSTRUCTION
Fiscal 12/13,176.1,Public Works,Public Works-Sewer & Storm Drain Maintenance,"R&E FASTENERS, INC."
Fiscal 12/13,2140.43,Public Works,Public Works-Sewer & Storm Drain Maintenance,RED WING SHOE STORE
Fiscal 12/13,872.82,Public Works,Public Works-Sewer & Storm Drain Maintenance,RENO PAINT MART INC
Fiscal 12/13,93.16,Public Works,Public Works-Sewer & Storm Drain Maintenance,SAFETY ON SITE
Fiscal 12/13,1272,Public Works,Public Works-Sewer & Storm Drain Maintenance,SAFETY-KLEEN CORP
Fiscal 12/13,87.63,Public Works,Public Works-Sewer & Storm Drain Maintenance,SANDY'S ELECTRONIC PARTS
Fiscal 12/13,8351.55,Public Works,Public Works-Sewer & Storm Drain Maintenance,SEWER EQUIPMENT COMPANY OF AMERICA
Fiscal 12/13,17161.8,Public Works,Public Works-Sewer & Storm Drain Maintenance,SIERRA NEVADA CONSTRUCTION
Fiscal 12/13,7308.8,Public Works,Public Works-Sewer & Storm Drain Maintenance,SIERRA PACIFIC TURF SUPPLY INC
Fiscal 12/13,297.43,Public Works,Public Works-Sewer & Storm Drain Maintenance,SIERRA REPAIR & SHARPENING INC
Fiscal 12/13,764.39,Public Works,Public Works-Sewer & Storm Drain Maintenance,SIERRA WELDING SUPPLY
Fiscal 12/13,368.77,Public Works,Public Works-Sewer & Storm Drain Maintenance,SILVER STATE BARRICADE & SIGN
Fiscal 12/13,837.74,Public Works,Public Works-Sewer & Storm Drain Maintenance,SPORTSMAN'S WAREHOUSE
Fiscal 12/13,132.5,Public Works,Public Works-Sewer & Storm Drain Maintenance,STANFORD
Fiscal 12/13,8611.19,Public Works,Public Works-Sewer & Storm Drain Maintenance,SUMMIT PARTNERS LLC
Fiscal 12/13,2072.38,Public Works,Public Works-Sewer & Storm Drain Maintenance,THOLL FENCE INC
Fiscal 12/13,3556.23,Public Works,Public Works-Sewer & Storm Drain Maintenance,THOMAS & ASSOCIATES
Fiscal 12/13,291.79,Public Works,Public Works-Sewer & Storm Drain Maintenance,TIFCO INDUSTRIES
Fiscal 12/13,1466.97,Public Works,Public Works-Sewer & Storm Drain Maintenance,TITAN CONSTRUCTION SUPPLY INC
Fiscal 12/13,5121.77,Public Works,Public Works-Sewer & Storm Drain Maintenance,TMWA
Fiscal 12/13,1701.78,Public Works,Public Works-Sewer & Storm Drain Maintenance,UNDERGROUND SERVICE ALERT
Fiscal 12/13,1025.56,Public Works,Public Works-Sewer & Storm Drain Maintenance,UNITED PARCEL SERVICE
Fiscal 12/13,1304.42,Public Works,Public Works-Sewer & Storm Drain Maintenance,VERIZON WIRELESS
Fiscal 12/13,2748,Public Works,Public Works-Sewer & Storm Drain Maintenance,WATERS VACUUM TRUCK SERVICE
Fiscal 12/13,25360.29,Public Works,Public Works-Sewer & Storm Drain Maintenance,WEDCO INC
Fiscal 12/13,5347.29,Public Works,Public Works-Sewer & Storm Drain Maintenance,WESTERN NEVADA SUPPLY
Fiscal 12/13,2032.72,Public Works,Public Works-Sewer & Storm Drain Maintenance,WORK WORLD
Fiscal 12/13,5359.63,Public Works,Public Works-Sewer & Storm Drain Maintenance,XYLEM WATER SOLUTIONS USA INC
Fiscal 12/13,3169003.76,Public Works,Public Works-Sewer Lines Capital Projects,A & K EARTHMOVERS INC
Fiscal 12/13,8605,Public Works,Public Works-Sewer Lines Capital Projects,ADS LLC
Fiscal 12/13,901702.38,Public Works,Public Works-Sewer Lines Capital Projects,BROWN AND CALDWELL
Fiscal 12/13,576522.19,Public Works,Public Works-Sewer Lines Capital Projects,CFA INC
Fiscal 12/13,300,Public Works,Public Works-Sewer Lines Capital Projects,FIRST AMERICAN TITLE
Fiscal 12/13,3021391.58,Public Works,Public Works-Sewer Lines Capital Projects,HARBER COMPANY INC
Fiscal 12/13,14860,Public Works,Public Works-Sewer Lines Capital Projects,JENSEN PRECAST
Fiscal 12/13,4500,Public Works,Public Works-Sewer Lines Capital Projects,JOHNSON-PERKINS & ASSOC INC
Fiscal 12/13,4149.13,Public Works,Public Works-Sewer Lines Capital Projects,LCPTRACKER INC
Fiscal 12/13,451951.25,Public Works,Public Works-Sewer Lines Capital Projects,LUMOS AND ASSOCIATES INC
Fiscal 12/13,4837043.2,Public Works,Public Works-Sewer Lines Capital Projects,Q & D CONSTRUCTION
Fiscal 12/13,2549.856,Public Works,Public Works-Sewer Lines Capital Projects,QUANTUM CORPORATION
Fiscal 12/13,224.97,Public Works,Public Works-Sewer Lines Capital Projects,RENO - TAHOE AIRPORT AUTHORITY
Fiscal 12/13,5318298.79,Public Works,Public Works-Sewer Lines Capital Projects,SAK CONSTRUCTION LLC
Fiscal 12/13,498205.08,Public Works,Public Works-Sewer Lines Capital Projects,STANTEC CONSULTING INC
Fiscal 12/13,1357.5,Public Works,Public Works-Sewer Lines Capital Projects,THOLL FENCE INC
Fiscal 12/13,48.88,Public Works,Public Works-Sewer Lines Capital Projects,WASTE MANAGEMENT-RECYCLE AMERICA
Fiscal 12/13,2250,Public Works,Public Works-Sewer Lines Capital Projects,"WREN & ASSOC, ANTHONY"
Fiscal 12/13,1549.5,Public Works,Public Works-Snow & Ice Control,ADVANCED OVERHEAD GARAGE DOOR CO
Fiscal 12/13,757.82,Public Works,Public Works-Snow & Ice Control,ANSWERWEST.COM
Fiscal 12/13,54.15,Public Works,Public Works-Snow & Ice Control,CALIFORNIA INDUSTRIAL RUBBER
Fiscal 12/13,200,Public Works,Public Works-Snow & Ice Control,CITY OF SPARKS/DEPT OF FINANCE
Fiscal 12/13,15367.8,Public Works,Public Works-Snow & Ice Control,CROP PRODUCTION SERVICES INC
Fiscal 12/13,3463.22,Public Works,Public Works-Snow & Ice Control,FLEET SOLUTIONS LLC
Fiscal 12/13,41381.0112,Public Works,Public Works-Snow & Ice Control,GOPHER CONSTRUCTION INC
Fiscal 12/13,102.07,Public Works,Public Works-Snow & Ice Control,GRAINGER
Fiscal 12/13,5772.35,Public Works,Public Works-Snow & Ice Control,H & E EQUIPMENT SERVICES
Fiscal 12/13,31270.42349,Public Works,Public Works-Snow & Ice Control,HUCK SALT
Fiscal 12/13,62800,Public Works,Public Works-Snow & Ice Control,NORSTAR INDUSTRIES INC
Fiscal 12/13,1750,Public Works,Public Works-Snow & Ice Control,"NORTHWEST WEATHERNET, INC."
Fiscal 12/13,2710.56,Public Works,Public Works-Snow & Ice Control,NV ENERGY
Fiscal 12/13,10446,Public Works,Public Works-Snow & Ice Control,PEABODY & ASSOCIATES INC
Fiscal 12/13,4370,Public Works,Public Works-Snow & Ice Control,SAWTOOTH SNOW ICE LLC.
Fiscal 12/13,162.8,Public Works,Public Works-Snow & Ice Control,SIERRA REPAIR & SHARPENING INC
Fiscal 12/13,50.88,Public Works,Public Works-Snow & Ice Control,WESTERN NEVADA SUPPLY
Fiscal 12/13,680,Public Works,Public Works-Stead Wastwater Facility,ABC FIRE AND CYLINDER SERVICE
Fiscal 12/13,392.07,Public Works,Public Works-Stead Wastwater Facility,ALHAMBRA AND SIERRA SPRINGS
Fiscal 12/13,2094,Public Works,Public Works-Stead Wastwater Facility,APPLE INC
Fiscal 12/13,627.83,Public Works,Public Works-Stead Wastwater Facility,AT&T
Fiscal 12/13,646.86,Public Works,Public Works-Stead Wastwater Facility,AT&T MOBILITY
Fiscal 12/13,8815.48,Public Works,Public Works-Stead Wastwater Facility,BROWN MILBERY INC
Fiscal 12/13,11934.17,Public Works,Public Works-Stead Wastwater Facility,CASHMAN EQUIPMENT
Fiscal 12/13,4931.77,Public Works,Public Works-Stead Wastwater Facility,CDW-G GOVERNMENT INC
Fiscal 12/13,1200,Public Works,Public Works-Stead Wastwater Facility,CERTIFIED ENVIRONMENTAL & SAFETY TRAINING
Fiscal 12/13,6349.7,Public Works,Public Works-Stead Wastwater Facility,CISCO AIR SYSTEMS INC
Fiscal 12/13,7095,Public Works,Public Works-Stead Wastwater Facility,CITY OF SPARKS/DEPT OF FINANCE
Fiscal 12/13,2180,Public Works,Public Works-Stead Wastwater Facility,CROWN PEST CONTROL INC
Fiscal 12/13,20010.04,Public Works,Public Works-Stead Wastwater Facility,DELL COMPUTER CORP
Fiscal 12/13,64787.96,Public Works,Public Works-Stead Wastwater Facility,ENFINITY RENO 1 NSW LLC
Fiscal 12/13,54489.75,Public Works,Public Works-Stead Wastwater Facility,FARR WEST ENGINEERING
Fiscal 12/13,198,Public Works,Public Works-Stead Wastwater Facility,FAST GLASS
Fiscal 12/13,1806.34,Public Works,Public Works-Stead Wastwater Facility,GRAINGER
Fiscal 12/13,4412.41,Public Works,Public Works-Stead Wastwater Facility,GROVE MADSEN INDUSTRIES
Fiscal 12/13,42739.46,Public Works,Public Works-Stead Wastwater Facility,HACH COMPANY
Fiscal 12/13,2581,Public Works,Public Works-Stead Wastwater Facility,"HUBER TECHNOLOGY, INC."
Fiscal 12/13,8100,Public Works,Public Works-Stead Wastwater Facility,ISS-WONDERWARE
Fiscal 12/13,601,Public Works,Public Works-Stead Wastwater Facility,JENSEN PRECAST
Fiscal 12/13,17375,Public Works,Public Works-Stead Wastwater Facility,KODIAK ROOFING
Fiscal 12/13,1588,Public Works,Public Works-Stead Wastwater Facility,L.A. PERKS PLUMBING
Fiscal 12/13,1534,Public Works,Public Works-Stead Wastwater Facility,LANDIA INC
