FYR,AMOUNT,DEPTNAME,SUBDEPTNAME,VENDORNAME
Fiscal 14/15,995,Citywide,Citywide,CONSTRUCTION SEALANTS & SUPPLY
Fiscal 14/15,3891.49,Citywide,Citywide,DELL COMPUTER CORP
Fiscal 14/15,4905,Citywide,Citywide,EAGLE SIRENS INC
Fiscal 14/15,41.81,Citywide,Citywide,EASY ROOTER
Fiscal 14/15,404.16,Citywide,Citywide,ELDORADO HOTEL CASINO
Fiscal 14/15,7870,Citywide,Citywide,EMS INNOVATIONS INC
Fiscal 14/15,11850,Citywide,Citywide,FERGUSON WATERWORKS
Fiscal 14/15,941.04,Citywide,Citywide,FIRST CENTENNIAL TITLE
Fiscal 14/15,3853.96,Citywide,Citywide,FLINT TRADING INC
Fiscal 14/15,1273.33,Citywide,Citywide,G3 PRODUCTIONS LLC.
Fiscal 14/15,3778.15,Citywide,Citywide,GAMETIME C/O GREAT WEST PLAY
Fiscal 14/15,503040.98,Citywide,Citywide,Hartford Deferred Comp 457 Plan
Fiscal 14/15,25028.6,Citywide,Citywide,IAFF
Fiscal 14/15,80468.95,Citywide,Citywide,ICMA Deferred Comp 401A Plan
Fiscal 14/15,174977.74,Citywide,Citywide,ICMA-457 Plan
Fiscal 14/15,207.2,Citywide,Citywide,ING LIFE INSURANCE & ANNUITY
Fiscal 14/15,7575,Citywide,Citywide,INTERMOUNTAIN TRAFFIC LLC
Fiscal 14/15,1219490.79,Citywide,Citywide,IRS/ PAYROLL TAXES
Fiscal 14/15,99.94,Citywide,Citywide,JET PLUMBING & DRAIN SERVICES
Fiscal 14/15,15357.25,Citywide,Citywide,JONES WEST FORD
Fiscal 14/15,28032.25,Citywide,Citywide,L.N. CURTIS & SONS
Fiscal 14/15,22.5,Citywide,Citywide,LAKESIDE EXCAVATING
Fiscal 14/15,4306.92,Citywide,Citywide,LEHR AUTO ELECTRIC
Fiscal 14/15,288,Citywide,Citywide,Management Club
Fiscal 14/15,92,Citywide,Citywide,NAY EXCAVATION
Fiscal 14/15,746740.4,Citywide,Citywide,NEVADA STATE TREASURER
Fiscal 14/15,80,Citywide,Citywide,NEVADA STATE TREASURER
Fiscal 14/15,3459.56,Citywide,Citywide,OFFICEMAX
Fiscal 14/15,144,Citywide,Citywide,OPERATING ENGINEERS LOCAL #3
Fiscal 14/15,15869.78,Citywide,Citywide,PARS-457 Plan
Fiscal 14/15,2191031.08,Citywide,Citywide,PUBLIC EMPLOYEES RETIREMENT
Fiscal 14/15,510,Citywide,Citywide,RAPG
Fiscal 14/15,17210.09,Citywide,Citywide,RECREONICS INC
Fiscal 14/15,3815,Citywide,Citywide,RENO FIREMANS COFFEE FUND
Fiscal 14/15,1575,Citywide,Citywide,RFDAA
Fiscal 14/15,14220,Citywide,Citywide,RPPA
Fiscal 14/15,3816.12,Citywide,Citywide,RPSAE Dues
Fiscal 14/15,344595.97,Citywide,Citywide,Reno City Employees Federal Credit Union
Fiscal 14/15,5595.45,Citywide,Citywide,SIERRA FREIGHTLINER
Fiscal 14/15,7884.41,Citywide,Citywide,STATIONARY ENGINEERS LOCAL #39
Fiscal 14/15,19311.68,Citywide,Citywide,TEMP
Fiscal 14/15,210608.21,Citywide,Citywide,THE BANK OF NEW YORK
Fiscal 14/15,1680.96,Citywide,Citywide,US BANK
Fiscal 14/15,59391.79,Citywide,Citywide,USCM Deferred Comp 457 Plan
Fiscal 14/15,321997.01,Citywide,Citywide,Vantage Deferred Comp
Fiscal 14/15,525,Citywide,Citywide,WASHOE COUNTY TREASURER
Fiscal 14/15,411746.34,Citywide,Citywide,"WELLS FARGO INSURANCE SERVICES OF NEVADA, INC."
Fiscal 14/15,15336.08,Citywide,Citywide,WESTCARE NEVADA INC
Fiscal 14/15,13248.12,Citywide,Citywide,WESTERN INSURANCE SPECIALTIES
Fiscal 14/15,7330,Citywide,Citywide,Washoe Credit Union
Fiscal 14/15,1807,Citywide,Citywide,YSI ENVIRONMENTAL
Fiscal 14/15,10156.71,Communications and Technology,Communications & Technology-Systems & Programming,AT&T
Fiscal 14/15,4325.96,Communications and Technology,Communications & Technology-Systems & Programming,CHARTER COMMUNICATIONS
Fiscal 14/15,400,Communications and Technology,Communications & Technology-Systems & Programming,GMIS INTERNATIONAL HEADQUARTERS
Fiscal 14/15,11239.93,Communications and Technology,Communications & Technology-Systems & Programming,GRAYBAR ELECTRIC CO INC
Fiscal 14/15,40743.2,Communications and Technology,Communications & Technology-Systems & Programming,HIGH DESERT MICROIMAGING
Fiscal 14/15,150,Communications and Technology,Communications & Technology-Systems & Programming,LLOYD 
Fiscal 14/15,177064,Communications and Technology,Communications & Technology-Systems & Programming,NEW WORLD SYSTEMS
Fiscal 14/15,1969.67,Communications and Technology,Communications & Technology-Systems & Programming,ZAYO BANDWIDTH LLC
Fiscal 14/15,6316.52,Community Development,Community Development-Building Permits-Enforcement,BANK OF AMERICA - CARDS
Fiscal 14/15,116,Community Development,Community Development-Building Permits-Enforcement,BIRKEL
Fiscal 14/15,125000,Community Development,Community Development-Building Permits-Enforcement,WASHOE COUNTY TREASURER
Fiscal 14/15,18694,Community Development,Community Development-CAC Operations,RENO HOUSING AUTHORITY
Fiscal 14/15,80,Community Development,Community Development-Land Use Planning,COFFMAN
Fiscal 14/15,80,Community Development,Community Development-Land Use Planning,OLIVAS
Fiscal 14/15,80,Community Development,Community Development-Land Use Planning,RENO
Fiscal 14/15,80,Community Development,Community Development-Land Use Planning,TAYLOR
Fiscal 14/15,80,Community Development,Community Development-Land Use Planning,WEISKE
Fiscal 14/15,337524.71,Community Development,Community Development-Non-Departmental,NORTHERN NEVADA COMMUNITY HOUSING RESOURCE BOARD
Fiscal 14/15,23813.64,Community Development,Community Development-Revenue Collections,WASHOE COUNTY TREASURER
Fiscal 14/15,394461.5,Debt Service Expenditures,Debt Service-Non-Departmental,BANC OF AMERICA LEASING
Fiscal 14/15,45,Debt Service Expenditures,Debt Service-Non-Departmental,BANK OF AMERICA - CARDS
Fiscal 14/15,2217910.96,Debt Service Expenditures,Debt Service-Non-Departmental,NEVADA STATE TREASURER
Fiscal 14/15,152526.93,Debt Service Expenditures,Debt Service-Non-Departmental,PNC EQUIPMENT FINANCE LLC
Fiscal 14/15,1544591.78,Debt Service Expenditures,Debt Service-Non-Departmental,THE BANK OF NEW YORK
Fiscal 14/15,2887.5,Debt Service Expenditures,Debt Service-Non-Departmental,US BANK
Fiscal 14/15,7730.67,Debt Service Expenditures,Debt Service-Non-Departmental,US BANK 
Fiscal 14/15,442,Debt Service Expenditures,Debt Service-Non-Departmental,WASHOE COUNTY RECORDER
Fiscal 14/15,31.57,Finance,Finance-Sewer Collections,FEDERAL EXPRESS CORP
Fiscal 14/15,34000,Finance,Finance-Sewer Collections,WASHOE COUNTY RECORDER
Fiscal 14/15,571.19,Fire,Fire-Emergency Operations,AT&T
Fiscal 14/15,52656,Fire,Fire-Emergency Operations,L.N. CURTIS & SONS
Fiscal 14/15,1393.95,Fire,Fire-Emergency Operations,LEBOVITZ RENO ONE
Fiscal 14/15,240,Fire,Fire-Emergency Operations,WASHOE COUNTY HEALTH DISTRICT
Fiscal 14/15,7580.84,Fire,Fire-Fleet Management,FLYERS ENERGY LLC
Fiscal 14/15,9453.21,Fire,Fire-Fleet Management,SPERBER
Fiscal 14/15,12700,Human Resources,Human Resources-Employee Services,KAGEL
Fiscal 14/15,9263.7,Human Resources,Human Resources-Employee Services,UNITED STATES TREASURY
Fiscal 14/15,469525.4,Human Resources,Human Resources-Insurance Management,CDS GROUP HEALTH
Fiscal 14/15,124264.85,Human Resources,Human Resources-Insurance Management,CVS CAREMARK
Fiscal 14/15,385948.41,Human Resources,Human Resources-Insurance Management,HOMETOWN HEALTH PROVIDERS INS CO
Fiscal 14/15,161845.65,Human Resources,Human Resources-Workers Compensation-Safety,CANNON COCHRAN MANAGEMENT SERVICES INC
Fiscal 14/15,19493.59,Intergovernmental,Intergovernmental-Non-Departmental,NEVADA PUBLIC EMPLOYEES
Fiscal 14/15,219.85,Municipal Court,Municipal Court-Program & Service Management,AT&T
Fiscal 14/15,709.38,Municipal Court,Municipal Court-Program & Service Management,BANK OF AMERICA - CARDS
Fiscal 14/15,34.5,Municipal Court,Municipal Court-Program & Service Management,CASILLAS
Fiscal 14/15,153,Non Departmental Activities,Non-Departmental-Non-Departmental,WASHOE COUNTY RECORDER
Fiscal 14/15,250.4,Parks and Recreation,"Parks, Rec. & Community Service-Aquatics",AT&T
Fiscal 14/15,90.49,Parks and Recreation,"Parks, Rec. & Community Service-Golf",AT&T
Fiscal 14/15,30,Parks and Recreation,"Parks, Rec. & Community Service-Golf",BANK OF AMERICA - CARDS
Fiscal 14/15,21.22,Parks and Recreation,"Parks, Rec. & Community Service-Outdoor Recreation",AT&T
Fiscal 14/15,581.74,Parks and Recreation,"Parks, Rec. & Community Service-Outdoor Recreation",QUICK SPACE INC
Fiscal 14/15,37.63,Parks and Recreation,"Parks, Rec. & Community Service-Parks Maintenance",AT&T
Fiscal 14/15,2580,Parks and Recreation,"Parks, Rec. & Community Service-Parks Maintenance",VERMONT SYSTEMS INC
Fiscal 14/15,2184.9,Parks and Recreation,"Parks, Rec. & Community Service-Program & Service Management",BANK OF AMERICA - CARDS
Fiscal 14/15,91.2,Parks and Recreation,"Parks, Rec. & Community Service-Recreation Centers",WILSON
Fiscal 14/15,178.19,Parks and Recreation,"Parks, Rec. & Community Service-Senior Development",AT&T
Fiscal 14/15,67.16,Parks and Recreation,"Parks, Rec. & Community Service-Senior Development",COSTCO
Fiscal 14/15,12.68,Parks and Recreation,"Parks, Rec. & Community Service-Youth Development",AT&T
Fiscal 14/15,158.13,Police,Police-Investigations,AT&T
Fiscal 14/15,73.1,Police,Police-Patrol-Crime Prevention,AT&T
Fiscal 14/15,5.73,Police,Police-Patrol-Crime Prevention,CHEVRON & TEXACO CARD SERVICES
Fiscal 14/15,19289,Police,Police-Patrol-Crime Prevention,DOOLEY ENTERPRISES INC
Fiscal 14/15,9046,Police,Police-Program & Service Management,RPSAE
Fiscal 14/15,2495,Police,Police-Program & Service Management,SMARTDRAW SOFTWARE LLC
Fiscal 14/15,1795,Police,Police-Records & ID,HIGH DESERT MICROIMAGING
Fiscal 14/15,196.59,Public Works,Public Works-Capital Projects,LCPTRACKER INC
Fiscal 14/15,1276,Public Works,Public Works-Environmental Control,NEVADA STATE DIV OF ENVIR PROTECTION
Fiscal 14/15,295.31,Public Works,Public Works-Facility Maintenance,AT&T
Fiscal 14/15,296.52,Public Works,Public Works-Non-Departmental,LCPTRACKER INC
Fiscal 14/15,2144.93,Public Works,Public Works-Parking Meters,BANK OF AMERICA - CARDS
Fiscal 14/15,1304014.18,Public Works,Public Works-Sanitary Engineering,CITY OF SPARKS/DEPT OF FINANCE
Fiscal 14/15,435.57,Public Works,Public Works-Sanitary Engineering,GARFIELD
Fiscal 14/15,6823.34,Public Works,Public Works-Sanitary Engineering,LCPTRACKER INC
Fiscal 14/15,891,Public Works,Public Works-Sanitary Engineering,NEVADA STATE DIVISION OF STATE LANDS
Fiscal 14/15,202.98,Public Works,Public Works-Sewer & Storm Drain Maintenance,COSTCO
Fiscal 14/15,106,Public Works,Public Works-Sewer & Storm Drain Maintenance,SAFETY-KLEEN CORP
Fiscal 14/15,71.76,Public Works,Public Works-Sewer & Storm Drain Maintenance,UNITED PARCEL SERVICE
Fiscal 14/15,4683.55,Public Works,Public Works-Sewer Lines Capital Projects,LCPTRACKER INC
Fiscal 14/15,16756,Public Works,Public Works-Street Sweeping,UNITED ROTARY BRUSH CORP
Fiscal 14/15,101.5,Public Works,Public Works-Traffic Operations,AT&T
Fiscal 14/15,97.73,Redevelopment,Redevelopment-Economic Development,BANK OF AMERICA - CARDS
Fiscal 13/14,2008,City Attorney,City Attorney-Civil Litigation-Legal Council,"ABACUS DATA SYSTEMS, INC."
Fiscal 13/14,253,City Attorney,City Attorney-Civil Litigation-Legal Council,BALL ROTHE
Fiscal 13/14,340,City Attorney,City Attorney-Civil Litigation-Legal Council,BOARD OF CONTINUING LEGAL EDUCATION
Fiscal 13/14,474.92,City Attorney,City Attorney-Civil Litigation-Legal Council,CDW-G GOVERNMENT INC
Fiscal 13/14,569.74,City Attorney,City Attorney-Civil Litigation-Legal Council,COSTCO
Fiscal 13/14,812.1,City Attorney,City Attorney-Civil Litigation-Legal Council,DELL COMPUTER CORP
Fiscal 13/14,25538.23,City Attorney,City Attorney-Civil Litigation-Legal Council,"FAHRENDORF, VILORIA, OLIPHANT & OSTER LLP"
Fiscal 13/14,82.42,City Attorney,City Attorney-Civil Litigation-Legal Council,FEDERAL EXPRESS CORP
Fiscal 13/14,9614.95,City Attorney,City Attorney-Civil Litigation-Legal Council,FISHER & PHILLIPS LLP
Fiscal 13/14,842.5,City Attorney,City Attorney-Civil Litigation-Legal Council,INTERNATIONAL MUNICIPAL
Fiscal 13/14,105,City Attorney,City Attorney-Civil Litigation-Legal Council,KOETTING
Fiscal 13/14,515.57,City Attorney,City Attorney-Civil Litigation-Legal Council,LAW OFFICES OF MARK WRAY
Fiscal 13/14,4452,City Attorney,City Attorney-Civil Litigation-Legal Council,LEXISNEXIS
Fiscal 13/14,1038.61,City Attorney,City Attorney-Civil Litigation-Legal Council,LEXISNEXIS MATTHEW BENDER
Fiscal 13/14,400,City Attorney,City Attorney-Civil Litigation-Legal Council,MUNICIPAL CODE CORPORATION
Fiscal 13/14,120,City Attorney,City Attorney-Civil Litigation-Legal Council,NEVADA ADVISORY COUNCIL FOR PROSECUTING ATTORNEYS
Fiscal 13/14,59.32,City Attorney,City Attorney-Civil Litigation-Legal Council,NEVADA PRESORT & MAIL MARKETING
Fiscal 13/14,146,City Attorney,City Attorney-Civil Litigation-Legal Council,NEVADA RUBBER STAMP CO INC
Fiscal 13/14,5,City Attorney,City Attorney-Civil Litigation-Legal Council,NEVADA STATE LEGISLATIVE
Fiscal 13/14,3131.99,City Attorney,City Attorney-Civil Litigation-Legal Council,OFFICEMAX
Fiscal 13/14,261.8,City Attorney,City Attorney-Civil Litigation-Legal Council,PACER SERVICE CENTER
Fiscal 13/14,239.31,City Attorney,City Attorney-Civil Litigation-Legal Council,PETTY CASH-CENTRAL CASHIERING
Fiscal 13/14,287.25,City Attorney,City Attorney-Civil Litigation-Legal Council,RENO CARSON MESSENGER SERVICE
Fiscal 13/14,656,City Attorney,City Attorney-Civil Litigation-Legal Council,RENO GAZETTE JOURNAL
Fiscal 13/14,37.69,City Attorney,City Attorney-Civil Litigation-Legal Council,SAFETY ON SITE
Fiscal 13/14,202.5,City Attorney,City Attorney-Civil Litigation-Legal Council,SECRETARY OF STATE
Fiscal 13/14,4475,City Attorney,City Attorney-Civil Litigation-Legal Council,STATE BAR OF NEVADA
Fiscal 13/14,794,City Attorney,City Attorney-Civil Litigation-Legal Council,THOMSON WEST
Fiscal 13/14,125,City Attorney,City Attorney-Civil Litigation-Legal Council,WELLS FARGO INSURANCE SERVICES
Fiscal 13/14,50,City Attorney,City Attorney-Civil Litigation-Legal Council,"WELLS FARGO INSURANCE SERVICES OF ARIZONA, INC."
Fiscal 13/14,337.5,City Attorney,City Attorney-Civil Litigation-Legal Council,WILKINSON
Fiscal 13/14,260,City Attorney,City Attorney-Criminal Prosecution,BOARD OF CONTINUING LEGAL EDUCATION
Fiscal 13/14,111.92,City Attorney,City Attorney-Criminal Prosecution,CDW-G GOVERNMENT INC
Fiscal 13/14,789.29,City Attorney,City Attorney-Criminal Prosecution,COSTCO
Fiscal 13/14,5510,City Attorney,City Attorney-Criminal Prosecution,CYCOM DATA SYSTEMS INC
Fiscal 13/14,632.71,City Attorney,City Attorney-Criminal Prosecution,DELL COMPUTER CORP
Fiscal 13/14,982.76,City Attorney,City Attorney-Criminal Prosecution,DRAKE
Fiscal 13/14,842.5,City Attorney,City Attorney-Criminal Prosecution,INTERNATIONAL MUNICIPAL
Fiscal 13/14,245,City Attorney,City Attorney-Criminal Prosecution,IPSWITCH INC
Fiscal 13/14,2544,City Attorney,City Attorney-Criminal Prosecution,LEXISNEXIS
Fiscal 13/14,37.5,City Attorney,City Attorney-Criminal Prosecution,LONGONI
Fiscal 13/14,60,City Attorney,City Attorney-Criminal Prosecution,NATIONAL ASSOC OF DRUG COURT PROFESSIONALS
Fiscal 13/14,310,City Attorney,City Attorney-Criminal Prosecution,NEVADA ADVISORY COUNCIL FOR PROSECUTING ATTORNEYS
Fiscal 13/14,59.33,City Attorney,City Attorney-Criminal Prosecution,NEVADA PRESORT & MAIL MARKETING
Fiscal 13/14,9000,City Attorney,City Attorney-Criminal Prosecution,NINO DE GUZMAN 
Fiscal 13/14,360,City Attorney,City Attorney-Criminal Prosecution,NORTHERN NEVADA INTERNATIONAL CENTER
Fiscal 13/14,3524.15,City Attorney,City Attorney-Criminal Prosecution,OFFICEMAX
Fiscal 13/14,2970,City Attorney,City Attorney-Criminal Prosecution,RENO CARSON MESSENGER SERVICE
Fiscal 13/14,17.5,City Attorney,City Attorney-Criminal Prosecution,SECRETARY OF STATE
Fiscal 13/14,598.2,City Attorney,City Attorney-Criminal Prosecution,SOOUDI
Fiscal 13/14,2925,City Attorney,City Attorney-Criminal Prosecution,STATE BAR OF NEVADA
Fiscal 13/14,11180,City Attorney,City Attorney-Criminal Prosecution,TEMP
Fiscal 13/14,750,City Attorney,City Attorney-Criminal Prosecution,"VERIPIC, INC."
Fiscal 13/14,1350.18,City Attorney,City Attorney-Criminal Prosecution,"WALZ CERTIFIED MAIL SOLUTIONS, LLC"
Fiscal 13/14,127,City Attorney,City Attorney-Criminal Prosecution,WASHOE COUNTY BAR ASSOCIATION
Fiscal 13/14,25,City Attorney,City Attorney-Criminal Prosecution,WELLS FARGO INSURANCE SERVICES
Fiscal 13/14,7033.6,City Clerk,City Clerk-Cashiering-Parking Collections,ALLIANCE ONE INC
Fiscal 13/14,36047.42,City Clerk,City Clerk-Cashiering-Parking Collections,BANK OF AMERICA - CARDS
Fiscal 13/14,12000,City Clerk,City Clerk-Cashiering-Parking Collections,BELL
Fiscal 13/14,598.32,City Clerk,City Clerk-Cashiering-Parking Collections,DELL COMPUTER CORP
Fiscal 13/14,100,City Clerk,City Clerk-Cashiering-Parking Collections,LEGARZA
Fiscal 13/14,1800,City Clerk,City Clerk-Cashiering-Parking Collections,NEVADA STATE DMV & PUBLIC SAFETY
Fiscal 13/14,50,City Clerk,City Clerk-Council Support,A & H INSURANCE INC
Fiscal 13/14,618.9,City Clerk,City Clerk-Council Support,CDW-G GOVERNMENT INC
Fiscal 13/14,5.71,City Clerk,City Clerk-Council Support,FEDERAL EXPRESS CORP
Fiscal 13/14,22435.92,City Clerk,City Clerk-Council Support,MUNICIPAL CODE CORPORATION
Fiscal 13/14,499,City Clerk,City Clerk-Council Support,MUNIMETRIX INC
Fiscal 13/14,2.76,City Clerk,City Clerk-Council Support,NEVADA PRESORT & MAIL MARKETING
Fiscal 13/14,30,City Clerk,City Clerk-Council Support,NEVADA RUBBER STAMP CO INC
Fiscal 13/14,35,City Clerk,City Clerk-Council Support,NEVADA STATE SECRETARY OF
Fiscal 13/14,132.99,City Clerk,City Clerk-Council Support,OFFICE DEPOT
Fiscal 13/14,15,City Clerk,City Clerk-Council Support,POSTMASTER
Fiscal 13/14,378.06,City Clerk,City Clerk-Council Support,RENO GAZETTE JOURNAL
Fiscal 13/14,336.37,City Clerk,City Clerk-Council Support,SAFETY-KLEEN CORP
Fiscal 13/14,1050,City Clerk,City Clerk-Council Support,SIGNS BY TOMORROW
Fiscal 13/14,130,City Clerk,City Clerk-Council Support,TRIPP PLASTICS INC
Fiscal 13/14,80,City Clerk,City Clerk-Council Support,VIDEO CAT PRODUCTIONS
Fiscal 13/14,598.32,City Clerk,City Clerk-Records Management,DELL COMPUTER CORP
Fiscal 13/14,44346.47,City Clerk,City Clerk-Records Management,HIGH DESERT MICROIMAGING
Fiscal 13/14,15318.43,City Clerk,City Clerk-Records Management,LEBOVITZ RENO ONE
Fiscal 13/14,35244.15,City Clerk,City Clerk-Records Management,PULIZ RECORDS MANAGEMENT SERV
Fiscal 13/14,7741.32,City Clerk,City Clerk-Reprographics,RAY MORGAN CO. INC.
Fiscal 13/14,6.45,City Council,City Council-Council Support,NEVADA PRESORT & MAIL MARKETING
Fiscal 13/14,500,City Council,City Council-Council Tourism,ART SPOT RENO
Fiscal 13/14,142500,City Council,City Council-Council Tourism,ARTOWN
Fiscal 13/14,7500,City Council,City Council-Council Tourism,AVA BALLET THEATRE
Fiscal 13/14,1850,City Council,City Council-Council Tourism,BARNES
Fiscal 13/14,3240,City Council,City Council-Council Tourism,BOARD OF REGENTS NSHE
Fiscal 13/14,2400,City Council,City Council-Council Tourism,BOARD OF REGENTS-UNR M/S 294
Fiscal 13/14,2097.17,City Council,City Council-Council Tourism,CAMELOT PARTY RENTALS
Fiscal 13/14,8000,City Council,City Council-Council Tourism,CHANNEL 5 PUBLIC BROADCASTING
Fiscal 13/14,4500,City Council,City Council-Council Tourism,EDAWN
Fiscal 13/14,224,City Council,City Council-Council Tourism,ESI SECURITY SERVICES INC
Fiscal 13/14,600,City Council,City Council-Council Tourism,FOLDVARY-ANDERSON
Fiscal 13/14,9000,City Council,City Council-Council Tourism,KEEP TRUCKEE MEADOWS BEAUTIFUL
Fiscal 13/14,5100,City Council,City Council-Council Tourism,LAKE TAHOE SHAKESPEARE FESTIVAL
Fiscal 13/14,2500,City Council,City Council-Council Tourism,MASTER WORKS CHORALE
Fiscal 13/14,8000,City Council,City Council-Council Tourism,NEVADA HUMANITIES COMMITTEE
Fiscal 13/14,5000,City Council,City Council-Council Tourism,NEVADA MUSEUM OF ART
Fiscal 13/14,6000,City Council,City Council-Council Tourism,NEVADA OPERA
Fiscal 13/14,7500,City Council,City Council-Council Tourism,PANTOJA
Fiscal 13/14,15.97,City Council,City Council-Council Tourism,PETTY CASH-PRCS SOUTHSIDE
Fiscal 13/14,47960,City Council,City Council-Council Tourism,PIONEER CENTER FOR THE PERFORMING ARTS
Fiscal 13/14,8000,City Council,City Council-Council Tourism,RENO CHAMBER ORCHESTRA
Fiscal 13/14,7000,City Council,City Council-Council Tourism,RENO LITTLE THEATER
Fiscal 13/14,550,City Council,City Council-Council Tourism,RENO NEWS & REVIEW
Fiscal 13/14,9000,City Council,City Council-Council Tourism,RENO PHILHARMONIC ASSOCIATION
Fiscal 13/14,3000,City Council,City Council-Council Tourism,RENO POPS ORCHESTRA
Fiscal 13/14,7000,City Council,City Council-Council Tourism,RENOWN  HEALTH
Fiscal 13/14,600,City Council,City Council-Council Tourism,REYNOLDS
Fiscal 13/14,23000,City Council,City Council-Council Tourism,SIERRA ARTS FOUNDATION
Fiscal 13/14,1440,City Council,City Council-Council Tourism,SIERRA MANAGEMENT SERVICE
Fiscal 13/14,5000,City Council,City Council-Council Tourism,SIERRA NEVADA BALLET
Fiscal 13/14,200,City Council,City Council-Council Tourism,SIERRA WATERCOLOR SOCIETY
Fiscal 13/14,1800,City Council,City Council-Council Tourism,TEMP
Fiscal 13/14,9000,City Council,City Council-Council Tourism,THE HOLLAND PROJECT
Fiscal 13/14,6000,City Council,City Council-Council Tourism,THE NOTE-ABLES
Fiscal 13/14,3000,City Council,City Council-Council Tourism,THE RENO JAZZ ORCHESTRA
Fiscal 13/14,3750,City Council,City Council-Council Tourism,THEATREWORKS OF NORTHERN NEVADA
Fiscal 13/14,10000,City Council,City Council-Council Tourism,VSA ARTS OF NEVADA
Fiscal 13/14,100,City Council,City Council-Council Tourism,WAAAHOO PRODUCTIONS
Fiscal 13/14,800,City Council,City Council-Legislative,AMERICAN PLANNING ASSOCIATION
Fiscal 13/14,248,City Council,City Council-Legislative,ARROW VENDING INC
Fiscal 13/14,897.84,City Council,City Council-Legislative,AT&T
Fiscal 13/14,127,City Council,City Council-Legislative,BOARD OF REGENTS M/S 056
Fiscal 13/14,2000,City Council,City Council-Legislative,BRUKA THEATRE OF THE SIERRA
Fiscal 13/14,190.11,City Council,City Council-Legislative,CDW-G GOVERNMENT INC
Fiscal 13/14,297.69,City Council,City Council-Legislative,CHARTER COMMUNICATIONS
Fiscal 13/14,189,City Council,City Council-Legislative,DELGADO
Fiscal 13/14,100000,City Council,City Council-Legislative,EDAWN
Fiscal 13/14,1000,City Council,City Council-Legislative,INTERNATIONAL CHURCH FELLOWSHIP YES PROGRAM
Fiscal 13/14,250,City Council,City Council-Legislative,NEVADA AREA COUNCIL BOY SCOUTS OF AMERICA
Fiscal 13/14,31030.96,City Council,City Council-Legislative,NEVADA LEAGUE OF CITIES
Fiscal 13/14,1000,City Council,City Council-Legislative,NEVADA OPERA
Fiscal 13/14,45399.24,City Council,City Council-Legislative,NEVADA STATE COMM ON ETHICS
Fiscal 13/14,302.29,City Council,City Council-Legislative,OFFICEMAX
Fiscal 13/14,68.86,City Council,City Council-Legislative,PETTY CASH-CENTRAL CASHIERING
Fiscal 13/14,102881,City Council,City Council-Legislative,PIERCY BOWLER TAYLOR & KERN
Fiscal 13/14,70.3,City Council,City Council-Legislative,RAY MORGAN CO. INC.
Fiscal 13/14,1750,City Council,City Council-Legislative,"RENO RIVER FESTIVAL FOUNDATION, INC."
Fiscal 13/14,1522,City Council,City Council-Legislative,RENO SPARKS CHAMBER OF COMMERCE
