FYR,AMOUNT,DEPTNAME,SUBDEPTNAME,VENDORNAME
Fiscal 13/14,205.56,Public Works,Public Works-Sewer & Storm Drain Maintenance,SPRAYER DEPOT
Fiscal 13/14,10,Public Works,Public Works-Sewer & Storm Drain Maintenance,SUPERIOR HYDRAULIC & FABRICATION
Fiscal 13/14,372.65,Public Works,Public Works-Sewer & Storm Drain Maintenance,THOLL FENCE INC
Fiscal 13/14,207.38,Public Works,Public Works-Sewer & Storm Drain Maintenance,TIFCO INDUSTRIES
Fiscal 13/14,2299.4,Public Works,Public Works-Sewer & Storm Drain Maintenance,TITAN CONSTRUCTION SUPPLY INC
Fiscal 13/14,6655.96,Public Works,Public Works-Sewer & Storm Drain Maintenance,TMWA
Fiscal 13/14,1858,Public Works,Public Works-Sewer & Storm Drain Maintenance,TRENCH PLATE RENTAL CO
Fiscal 13/14,489.28,Public Works,Public Works-Sewer & Storm Drain Maintenance,TRIPP PLASTICS INC
Fiscal 13/14,1790.16,Public Works,Public Works-Sewer & Storm Drain Maintenance,UNDERGROUND SERVICE ALERT
Fiscal 13/14,2173.08,Public Works,Public Works-Sewer & Storm Drain Maintenance,UNITED PARCEL SERVICE
Fiscal 13/14,8391,Public Works,Public Works-Sewer & Storm Drain Maintenance,WATERS VACUUM TRUCK SERVICE
Fiscal 13/14,7901.9,Public Works,Public Works-Sewer & Storm Drain Maintenance,WEDCO INC
Fiscal 13/14,13660.38,Public Works,Public Works-Sewer & Storm Drain Maintenance,WESTERN NEVADA SUPPLY
Fiscal 13/14,1509.04,Public Works,Public Works-Sewer & Storm Drain Maintenance,WORK WORLD
Fiscal 13/14,14441.14,Public Works,Public Works-Sewer & Storm Drain Maintenance,XYLEM WATER SOLUTIONS USA INC
Fiscal 13/14,4398113.22,Public Works,Public Works-Sewer Lines Capital Projects,A & K EARTHMOVERS INC
Fiscal 13/14,699042.4,Public Works,Public Works-Sewer Lines Capital Projects,BROWN AND CALDWELL
Fiscal 13/14,485477.81,Public Works,Public Works-Sewer Lines Capital Projects,CFA INC
Fiscal 13/14,736519.21,Public Works,Public Works-Sewer Lines Capital Projects,FARR WEST ENGINEERING
Fiscal 13/14,10.18,Public Works,Public Works-Sewer Lines Capital Projects,FEDERAL EXPRESS CORP
Fiscal 13/14,44000,Public Works,Public Works-Sewer Lines Capital Projects,HARBER COMPANY INC
Fiscal 13/14,27102,Public Works,Public Works-Sewer Lines Capital Projects,JENSEN PRECAST
Fiscal 13/14,8556.5,Public Works,Public Works-Sewer Lines Capital Projects,LCPTRACKER INC
Fiscal 13/14,584325.3,Public Works,Public Works-Sewer Lines Capital Projects,LUMOS AND ASSOCIATES INC
Fiscal 13/14,2220,Public Works,Public Works-Sewer Lines Capital Projects,MARSHALL RAILWAY CONSULTING LLC
Fiscal 13/14,2441.63,Public Works,Public Works-Sewer Lines Capital Projects,MICHAEL'S PLUMBING HEATING & AIR INC
Fiscal 13/14,27318,Public Works,Public Works-Sewer Lines Capital Projects,NV ENERGY
Fiscal 13/14,57,Public Works,Public Works-Sewer Lines Capital Projects,PETTY CASH-PUBLIC WORKS
Fiscal 13/14,8859319.57,Public Works,Public Works-Sewer Lines Capital Projects,Q & D CONSTRUCTION
Fiscal 13/14,158542,Public Works,Public Works-Sewer Lines Capital Projects,REGIONAL TRANSPORTATION COMMIS
Fiscal 13/14,340991.35,Public Works,Public Works-Sewer Lines Capital Projects,RENO TAHOE CONSTRUCTION INC
Fiscal 13/14,2276557.7,Public Works,Public Works-Sewer Lines Capital Projects,SAK CONSTRUCTION LLC
Fiscal 13/14,8060,Public Works,Public Works-Sewer Lines Capital Projects,SFE GLOBAL NORTHWEST LLC
Fiscal 13/14,932.03,Public Works,Public Works-Sewer Lines Capital Projects,SIGNS BY TOMORROW
Fiscal 13/14,200584.32,Public Works,Public Works-Sewer Lines Capital Projects,STANTEC CONSULTING INC
Fiscal 13/14,708,Public Works,Public Works-Sewer Lines Capital Projects,TMWA
Fiscal 13/14,3420,Public Works,Public Works-Sewer Lines Capital Projects,UNION PACIFIC RAILROAD CO
Fiscal 13/14,36.06,Public Works,Public Works-Sewer Lines Capital Projects,WASTE MANAGEMENT-RECYCLE AMERICA
Fiscal 13/14,724,Public Works,Public Works-Sewer Lines Capital Projects,WISE CONSULTING & TRAINING
Fiscal 13/14,2384.6325,Public Works,Public Works-Snow & Ice Control,3 D CONCRETE INC
Fiscal 13/14,696,Public Works,Public Works-Snow & Ice Control,ANSWERWEST.COM
Fiscal 13/14,427.06,Public Works,Public Works-Snow & Ice Control,BRADY INDUSTRIES LLC
Fiscal 13/14,185,Public Works,Public Works-Snow & Ice Control,CALIFORNIA INDUSTRIAL RUBBER
Fiscal 13/14,44560,Public Works,Public Works-Snow & Ice Control,CHEMICAL CONTAINERS INC
Fiscal 13/14,321.79,Public Works,Public Works-Snow & Ice Control,FERRELLGAS
Fiscal 13/14,8657.4,Public Works,Public Works-Snow & Ice Control,FLEET SOLUTIONS LLC
Fiscal 13/14,42.5,Public Works,Public Works-Snow & Ice Control,GRAINGER
Fiscal 13/14,286,Public Works,Public Works-Snow & Ice Control,HEINZ
Fiscal 13/14,27280,Public Works,Public Works-Snow & Ice Control,HERTZ EQUIPMENT RENTALS
Fiscal 13/14,24215.85458,Public Works,Public Works-Snow & Ice Control,HUCK SALT
Fiscal 13/14,2275,Public Works,Public Works-Snow & Ice Control,"NORTHWEST WEATHERNET, INC."
Fiscal 13/14,5568.92,Public Works,Public Works-Snow & Ice Control,NV ENERGY
Fiscal 13/14,6090.41,Public Works,Public Works-Snow & Ice Control,PAR ELECTRICAL CONTRACTORS
Fiscal 13/14,12670,Public Works,Public Works-Snow & Ice Control,SILVER STATE BARRICADE & SIGN
Fiscal 13/14,351.06,Public Works,Public Works-Snow & Ice Control,TMWA
Fiscal 13/14,210.44,Public Works,Public Works-Snow & Ice Control,WESTERN NEVADA SUPPLY
Fiscal 13/14,393,Public Works,Public Works-Stead Wastwater Facility,ABC FIRE AND CYLINDER SERVICE
Fiscal 13/14,458.12,Public Works,Public Works-Stead Wastwater Facility,ALHAMBRA AND SIERRA SPRINGS
Fiscal 13/14,564.8,Public Works,Public Works-Stead Wastwater Facility,ALLIED WASHOE
Fiscal 13/14,834.9,Public Works,Public Works-Stead Wastwater Facility,AT&T
Fiscal 13/14,6873.83,Public Works,Public Works-Stead Wastwater Facility,CASHMAN EQUIPMENT
Fiscal 13/14,4831.17,Public Works,Public Works-Stead Wastwater Facility,CDW-G GOVERNMENT INC
Fiscal 13/14,5533.5,Public Works,Public Works-Stead Wastwater Facility,CISCO AIR SYSTEMS INC
Fiscal 13/14,4927.04,Public Works,Public Works-Stead Wastwater Facility,CITY OF SPARKS/DEPT OF FINANCE
Fiscal 13/14,47,Public Works,Public Works-Stead Wastwater Facility,CONCENTRA MEDICAL CENTER
Fiscal 13/14,4530.76,Public Works,Public Works-Stead Wastwater Facility,DELL COMPUTER CORP
Fiscal 13/14,72228.92,Public Works,Public Works-Stead Wastwater Facility,ENFINITY RENO 1 NSW LLC
Fiscal 13/14,112273.13,Public Works,Public Works-Stead Wastwater Facility,FARR WEST ENGINEERING
Fiscal 13/14,29.95,Public Works,Public Works-Stead Wastwater Facility,FLAG STORE
Fiscal 13/14,1196.44,Public Works,Public Works-Stead Wastwater Facility,GRAINGER
Fiscal 13/14,1616.93,Public Works,Public Works-Stead Wastwater Facility,GRAYBAR ELECTRIC CO INC
Fiscal 13/14,395,Public Works,Public Works-Stead Wastwater Facility,H2O ENVIRONMENTAL
Fiscal 13/14,7706.72,Public Works,Public Works-Stead Wastwater Facility,HACH COMPANY
Fiscal 13/14,8450,Public Works,Public Works-Stead Wastwater Facility,ISS-WONDERWARE
Fiscal 13/14,1745,Public Works,Public Works-Stead Wastwater Facility,KENERGY ELECTRIC INC
Fiscal 13/14,9887.15,Public Works,Public Works-Stead Wastwater Facility,L.A. PERKS PLUMBING
Fiscal 13/14,40021.85,Public Works,Public Works-Stead Wastwater Facility,LANDIA INC
Fiscal 13/14,2043.57,Public Works,Public Works-Stead Wastwater Facility,NEVADA SEAL & PUMP LLC
Fiscal 13/14,30,Public Works,Public Works-Stead Wastwater Facility,NEVADA STATE DIV OF ENVIR PROTECTION
Fiscal 13/14,153735.86,Public Works,Public Works-Stead Wastwater Facility,NV ENERGY
Fiscal 13/14,458.96,Public Works,Public Works-Stead Wastwater Facility,RED WING SHOE STORE
Fiscal 13/14,285.15,Public Works,Public Works-Stead Wastwater Facility,"RELIANT ELECTRIC, LLC."
Fiscal 13/14,42225.15,Public Works,Public Works-Stead Wastwater Facility,SIERRA CHEMICAL COMPANY
Fiscal 13/14,860.8,Public Works,Public Works-Stead Wastwater Facility,SIMPLEX GRINNELL
Fiscal 13/14,16,Public Works,Public Works-Stead Wastwater Facility,TECHNOLOGY CENTER RENO
Fiscal 13/14,1716.92,Public Works,Public Works-Stead Wastwater Facility,TMWA
Fiscal 13/14,720,Public Works,Public Works-Stead Wastwater Facility,"UNITED SITE SERVICES OF NEVADA, INC"
Fiscal 13/14,170,Public Works,Public Works-Stead Wastwater Facility,WASHOE COUNTY HEALTH DISTRICT
Fiscal 13/14,130,Public Works,Public Works-Stead Wastwater Facility,WASHOE COUNTY HEALTH DISTRICT
Fiscal 13/14,3692,Public Works,Public Works-Stead Wastwater Facility,WESTERN ENVIRONMENTAL TESTING LABORATORY
Fiscal 13/14,1668.77,Public Works,Public Works-Stead Wastwater Facility,WESTERN NEVADA SUPPLY
Fiscal 13/14,790,Public Works,Public Works-Stead Wastwater Facility,WIN 911 SOFTWARE
Fiscal 13/14,405.58,Public Works,Public Works-Street Sweeping,ALLIED WASHOE
Fiscal 13/14,18800,Public Works,Public Works-Street Sweeping,BAD HABIT ENTERPRISES INC
Fiscal 13/14,2075.85,Public Works,Public Works-Street Sweeping,FLEET SOLUTIONS LLC
Fiscal 13/14,294.92,Public Works,Public Works-Street Sweeping,GRAINGER
Fiscal 13/14,651.65,Public Works,Public Works-Street Sweeping,NV ENERGY
Fiscal 13/14,467090,Public Works,Public Works-Street Sweeping,"TYMCO, INC"
Fiscal 13/14,13780,Public Works,Public Works-Street Sweeping,UNITED ROTARY BRUSH CORP
Fiscal 13/14,320,Public Works,Public Works-Traffic Operations,ALPINE ROOFING CO INC
Fiscal 13/14,3980.05,Public Works,Public Works-Traffic Operations,AMERICAN EQUIPMENT INC
Fiscal 13/14,522,Public Works,Public Works-Traffic Operations,ANSWERWEST.COM
Fiscal 13/14,26.98,Public Works,Public Works-Traffic Operations,APEX SAW WORKS
Fiscal 13/14,1214.27,Public Works,Public Works-Traffic Operations,AT&T
Fiscal 13/14,6851.77,Public Works,Public Works-Traffic Operations,BATTERY SYSTEMS INC
Fiscal 13/14,712.725,Public Works,Public Works-Traffic Operations,BOARD OF REGENTS-TMCC
Fiscal 13/14,466,Public Works,Public Works-Traffic Operations,CALE AMERICA INC
Fiscal 13/14,1771.16,Public Works,Public Works-Traffic Operations,CHARTER COMMUNICATIONS
Fiscal 13/14,4964.8,Public Works,Public Works-Traffic Operations,DELL COMPUTER CORP
Fiscal 13/14,175.25,Public Works,Public Works-Traffic Operations,DIETRICH
Fiscal 13/14,2161.34,Public Works,Public Works-Traffic Operations,DLT SOLUTIONS INC
Fiscal 13/14,1.36,Public Works,Public Works-Traffic Operations,FASTENAL INDUSTRIAL & CONSTRUC
Fiscal 13/14,20760.88,Public Works,Public Works-Traffic Operations,GRAINGER
Fiscal 13/14,13851.76,Public Works,Public Works-Traffic Operations,GRAYBAR ELECTRIC CO INC
Fiscal 13/14,879.26,Public Works,Public Works-Traffic Operations,GROVE MADSEN INDUSTRIES
Fiscal 13/14,22005.73,Public Works,Public Works-Traffic Operations,INTERMOUNTAIN TRAFFIC LLC
Fiscal 13/14,222.72,Public Works,Public Works-Traffic Operations,INTERSTATE SAFETY & SUPPLY INC
Fiscal 13/14,1470,Public Works,Public Works-Traffic Operations,IRTH SOLUTIONS INC
Fiscal 13/14,330,Public Works,Public Works-Traffic Operations,JENSEN PRECAST
Fiscal 13/14,3625,Public Works,Public Works-Traffic Operations,MCCAIN TRAFFIC SUPPLY
Fiscal 13/14,90.45,Public Works,Public Works-Traffic Operations,MOLEZZO REPORTERS
Fiscal 13/14,220.71,Public Works,Public Works-Traffic Operations,NORTH AMERICAN EMBROIDERY
Fiscal 13/14,2158785.42,Public Works,Public Works-Traffic Operations,NV ENERGY
Fiscal 13/14,45.13,Public Works,Public Works-Traffic Operations,OFFICEMAX
Fiscal 13/14,2090,Public Works,Public Works-Traffic Operations,OSTS INC
Fiscal 13/14,146.94,Public Works,Public Works-Traffic Operations,PETTY CASH-CORP YARD
Fiscal 13/14,5.81,Public Works,Public Works-Traffic Operations,"R&E FASTENERS, INC."
Fiscal 13/14,609.76,Public Works,Public Works-Traffic Operations,RAY MORGAN CO. INC.
Fiscal 13/14,365.96,Public Works,Public Works-Traffic Operations,RED WING SHOE STORE
Fiscal 13/14,696.61,Public Works,Public Works-Traffic Operations,RENO PAINT MART INC
Fiscal 13/14,107.15,Public Works,Public Works-Traffic Operations,SANDY'S ELECTRONIC PARTS
Fiscal 13/14,13740,Public Works,Public Works-Traffic Operations,SIEMENS INDUSTRY INC
Fiscal 13/14,2696,Public Works,Public Works-Traffic Operations,SOL INC
Fiscal 13/14,4515,Public Works,Public Works-Traffic Operations,STERNBERG LANTERNS INC
Fiscal 13/14,4300,Public Works,Public Works-Traffic Operations,TESCO CONTROLS INC
Fiscal 13/14,258,Public Works,Public Works-Traffic Operations,TIMEMARK INC
Fiscal 13/14,2672,Public Works,Public Works-Traffic Operations,TRANSOFT SOLUTIONS
Fiscal 13/14,1790.16,Public Works,Public Works-Traffic Operations,UNDERGROUND SERVICE ALERT
Fiscal 13/14,269.32,Public Works,Public Works-Traffic Operations,UNITED PARCEL SERVICE
Fiscal 13/14,14775.46,Public Works,Public Works-Traffic Operations,UTILITY CRANE AND EQUIPMENT INC
Fiscal 13/14,2464.8,Public Works,Public Works-Traffic Operations,VERIZON WIRELESS
Fiscal 13/14,6422.34,Public Works,Public Works-Traffic Operations,WEDCO INC
Fiscal 13/14,351.57,Public Works,Public Works-Traffic Operations,WESTERN NEVADA SUPPLY
Fiscal 13/14,296.96,Public Works,Public Works-Traffic Operations,WORK WORLD
Fiscal 13/14,1320,Redevelopment,Redevelopment-Economic Development,3M CO. - TCM DIVISION
Fiscal 13/14,200.43,Redevelopment,Redevelopment-Economic Development,BANK OF AMERICA - CARDS
Fiscal 13/14,-321.65,Redevelopment,Redevelopment-Economic Development,ELDORADO HOTEL CASINO
Fiscal 13/14,6113,Redevelopment,Redevelopment-Economic Development,PEABODY & ASSOCIATES INC
Fiscal 13/14,404.6,Redevelopment,Redevelopment-Economic Development,SIGNS BY TOMORROW
Fiscal 13/14,143375.27,Redevelopment,Redevelopment-West St. Market,"WEST STREET VENTURE, LLC."
Fiscal 12/13,4207.8,City Attorney,City Attorney-Civil Litigation-Legal Council,"ABACUS DATA SYSTEMS, INC."
Fiscal 12/13,380,City Attorney,City Attorney-Civil Litigation-Legal Council,BOARD OF CONTINUING LEGAL EDUCATION
Fiscal 12/13,107,City Attorney,City Attorney-Civil Litigation-Legal Council,BONY
Fiscal 12/13,107,City Attorney,City Attorney-Civil Litigation-Legal Council,CAMPBELL
Fiscal 12/13,128.9,City Attorney,City Attorney-Civil Litigation-Legal Council,CHASE
Fiscal 12/13,278,City Attorney,City Attorney-Civil Litigation-Legal Council,CHRISTENSEN
Fiscal 12/13,107,City Attorney,City Attorney-Civil Litigation-Legal Council,CRAIG
Fiscal 12/13,14512.16,City Attorney,City Attorney-Civil Litigation-Legal Council,DELL COMPUTER CORP
Fiscal 12/13,20090.75,City Attorney,City Attorney-Civil Litigation-Legal Council,"FAHRENDORF, VILORIA, OLIPHANT & OSTER LLP"
Fiscal 12/13,59.82,City Attorney,City Attorney-Civil Litigation-Legal Council,FEDERAL EXPRESS CORP
Fiscal 12/13,5244.5,City Attorney,City Attorney-Civil Litigation-Legal Council,GORDON & SILVER LTD
Fiscal 12/13,842.5,City Attorney,City Attorney-Civil Litigation-Legal Council,INTERNATIONAL MUNICIPAL
Fiscal 12/13,100,City Attorney,City Attorney-Civil Litigation-Legal Council,LAS VEGAS REVIEW JOURNAL
Fiscal 12/13,4840,City Attorney,City Attorney-Civil Litigation-Legal Council,LEXISNEXIS
Fiscal 12/13,960.2,City Attorney,City Attorney-Civil Litigation-Legal Council,LEXISNEXIS MATTHEW BENDER
Fiscal 12/13,235,City Attorney,City Attorney-Civil Litigation-Legal Council,NEVADA ADVISORY COUNCIL FOR PROSECUTING ATTORNEYS
Fiscal 12/13,131,City Attorney,City Attorney-Civil Litigation-Legal Council,NEVADA RUBBER STAMP CO INC
Fiscal 12/13,80,City Attorney,City Attorney-Civil Litigation-Legal Council,NNWLA
Fiscal 12/13,2693.81,City Attorney,City Attorney-Civil Litigation-Legal Council,OFFICEMAX
Fiscal 12/13,312.3,City Attorney,City Attorney-Civil Litigation-Legal Council,PACER SERVICE CENTER
Fiscal 12/13,73.84,City Attorney,City Attorney-Civil Litigation-Legal Council,PETTY CASH-CENTRAL CASHIERING
Fiscal 12/13,71.1,City Attorney,City Attorney-Civil Litigation-Legal Council,RAY MORGAN CO. INC.
Fiscal 12/13,349,City Attorney,City Attorney-Civil Litigation-Legal Council,RENO CARSON MESSENGER SERVICE
Fiscal 12/13,7.75,City Attorney,City Attorney-Civil Litigation-Legal Council,SAFETY ON SITE
Fiscal 12/13,70,City Attorney,City Attorney-Civil Litigation-Legal Council,SECRETARY OF STATE
Fiscal 12/13,80,City Attorney,City Attorney-Civil Litigation-Legal Council,SIERRA LEGAL DUPLICATING INC
Fiscal 12/13,107,City Attorney,City Attorney-Civil Litigation-Legal Council,SKAU
Fiscal 12/13,4752.65,City Attorney,City Attorney-Civil Litigation-Legal Council,STATE BAR OF NEVADA
Fiscal 12/13,1087.59,City Attorney,City Attorney-Civil Litigation-Legal Council,SUMMIT PARTNERS LLC
Fiscal 12/13,171.75,City Attorney,City Attorney-Civil Litigation-Legal Council,SUNSHINE LITIGATION SERVICES
Fiscal 12/13,100,City Attorney,City Attorney-Civil Litigation-Legal Council,TEMP
Fiscal 12/13,399,City Attorney,City Attorney-Civil Litigation-Legal Council,THOMPSON PUBLISHING GROUP
Fiscal 12/13,727,City Attorney,City Attorney-Civil Litigation-Legal Council,THOMSON WEST
Fiscal 12/13,125,City Attorney,City Attorney-Civil Litigation-Legal Council,"WELLS FARGO INSURANCE SERVICES OF NEVADA, INC."
Fiscal 12/13,107,City Attorney,City Attorney-Civil Litigation-Legal Council,WILKINSON
Fiscal 12/13,90,City Attorney,City Attorney-Civil Litigation-Legal Council,ZIHN
Fiscal 12/13,2792,City Attorney,City Attorney-Criminal Prosecution,APPLE INC
Fiscal 12/13,260,City Attorney,City Attorney-Criminal Prosecution,BOARD OF CONTINUING LEGAL EDUCATION
Fiscal 12/13,238.72,City Attorney,City Attorney-Criminal Prosecution,CDW-G GOVERNMENT INC
Fiscal 12/13,5350,City Attorney,City Attorney-Criminal Prosecution,CYCOM DATA SYSTEMS INC
Fiscal 12/13,80,City Attorney,City Attorney-Criminal Prosecution,DICKERSON
Fiscal 12/13,587.39,City Attorney,City Attorney-Criminal Prosecution,DIGITAL PERSONA INC
Fiscal 12/13,842.5,City Attorney,City Attorney-Criminal Prosecution,INTERNATIONAL MUNICIPAL
Fiscal 12/13,2420,City Attorney,City Attorney-Criminal Prosecution,LEXISNEXIS
Fiscal 12/13,258.84,City Attorney,City Attorney-Criminal Prosecution,LONGONI
Fiscal 12/13,225,City Attorney,City Attorney-Criminal Prosecution,NEVADA ADVISORY COUNCIL FOR PROSECUTING ATTORNEYS
Fiscal 12/13,86,City Attorney,City Attorney-Criminal Prosecution,NEVADA RUBBER STAMP CO INC
Fiscal 12/13,9000,City Attorney,City Attorney-Criminal Prosecution,NINO DE GUZMAN 
Fiscal 12/13,2066.76,City Attorney,City Attorney-Criminal Prosecution,OFFICEMAX
Fiscal 12/13,104.75,City Attorney,City Attorney-Criminal Prosecution,PETTY CASH-CENTRAL CASHIERING
Fiscal 12/13,144.6,City Attorney,City Attorney-Criminal Prosecution,RAMOS SUZANNE
Fiscal 12/13,71.1,City Attorney,City Attorney-Criminal Prosecution,RAY MORGAN CO. INC.
Fiscal 12/13,3240,City Attorney,City Attorney-Criminal Prosecution,RENO CARSON MESSENGER SERVICE
Fiscal 12/13,2925,City Attorney,City Attorney-Criminal Prosecution,STATE BAR OF NEVADA
Fiscal 12/13,1087.59,City Attorney,City Attorney-Criminal Prosecution,SUMMIT PARTNERS LLC
Fiscal 12/13,6450.5,City Attorney,City Attorney-Criminal Prosecution,TEMP
Fiscal 12/13,750,City Attorney,City Attorney-Criminal Prosecution,"VERIPIC, INC."
Fiscal 12/13,1360.18,City Attorney,City Attorney-Criminal Prosecution,"WALZ CERTIFIED MAIL SOLUTIONS, LLC"
Fiscal 12/13,9288.37,City Clerk,City Clerk-Cashiering-Parking Collections,ALLIANCE ONE INC
Fiscal 12/13,20933.24,City Clerk,City Clerk-Cashiering-Parking Collections,BANK OF AMERICA - CARDS
Fiscal 12/13,12000,City Clerk,City Clerk-Cashiering-Parking Collections,BELL
Fiscal 12/13,1800,City Clerk,City Clerk-Cashiering-Parking Collections,NEVADA STATE DMV & PUBLIC SAFETY
Fiscal 12/13,1715.7,City Clerk,City Clerk-Council Support,CDW-G GOVERNMENT INC
Fiscal 12/13,256.07,City Clerk,City Clerk-Council Support,"GOVCONNECTION, INC"
Fiscal 12/13,23926.94,City Clerk,City Clerk-Council Support,MUNICIPAL CODE CORPORATION
Fiscal 12/13,499,City Clerk,City Clerk-Council Support,MUNIMETRIX INC
Fiscal 12/13,888.03,City Clerk,City Clerk-Council Support,RENO GAZETTE JOURNAL
Fiscal 12/13,980,City Clerk,City Clerk-Council Support,SIGNS BY TOMORROW
Fiscal 12/13,49,City Clerk,City Clerk-Council Support,TRIPP PLASTICS INC
Fiscal 12/13,614.64,City Clerk,City Clerk-Records Management,CDW-G GOVERNMENT INC
Fiscal 12/13,37979.54,City Clerk,City Clerk-Records Management,HIGH DESERT MICROIMAGING
Fiscal 12/13,16419.6,City Clerk,City Clerk-Records Management,LEBOVITZ RENO ONE
Fiscal 12/13,38575.88,City Clerk,City Clerk-Records Management,PULIZ RECORDS MANAGEMENT SERV
Fiscal 12/13,50.3,City Clerk,City Clerk-Reprographics,COMPLETE IMAGING SUPPLY INC
Fiscal 12/13,18945.51,City Clerk,City Clerk-Reprographics,J C PAPER
Fiscal 12/13,31636.37,City Clerk,City Clerk-Reprographics,RAY MORGAN CO. INC.
Fiscal 12/13,326.45,City Clerk,City Clerk-Reprographics,SAFETY-KLEEN CORP
Fiscal 12/13,100000,City Council,City Council-Council Support,ARTOWN
Fiscal 12/13,150,City Council,City Council-Council Tourism,AMERICANS FOR THE ARTS
Fiscal 12/13,140000,City Council,City Council-Council Tourism,ARTOWN
Fiscal 12/13,6740,City Council,City Council-Council Tourism,AVA AND COMPANY
Fiscal 12/13,240,City Council,City Council-Council Tourism,BARNES
Fiscal 12/13,6740,City Council,City Council-Council Tourism,BLACK ROCK ARTS FOUNDATION
Fiscal 12/13,26220,City Council,City Council-Council Tourism,BOARD OF REGENTS-UNR M/S 124
Fiscal 12/13,2615,City Council,City Council-Council Tourism,BOARD OF REGENTS-UNR M/S 294
Fiscal 12/13,6000,City Council,City Council-Council Tourism,BRUKA THEATRE OF THE SIERRA
Fiscal 12/13,1000,City Council,City Council-Council Tourism,BURTON DEAN
Fiscal 12/13,1841.4,City Council,City Council-Council Tourism,CAMELOT PARTY RENTALS
Fiscal 12/13,800,City Council,City Council-Council Tourism,CHISHOLM
Fiscal 12/13,90000,City Council,City Council-Council Tourism,EDAWN
Fiscal 12/13,4000,City Council,City Council-Council Tourism,ENTREPRENEURSHIP NEVADA
Fiscal 12/13,560,City Council,City Council-Council Tourism,ESI SECURITY SERVICES INC
Fiscal 12/13,430,City Council,City Council-Council Tourism,FUEL PROMOTIONS
